i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,2.5,25.5,0.6,0.6,95,28.47323143114437,3.8412375829661225e-8,1.0937244248054867e-6
1,0.5,2.5,25.5,0.6,0.6,100,28.47323143114449,3.841238007197106e-8,1.0937245455977518e-6
1,0.5,2.75,28.0,0.6,0.6,0,-1.8604632133134207,1.0653407847043042,30.333693550733365
1,0.5,2.75,28.0,0.6,0.6,5,28.444012210689735,0.0010261612884791514,0.029218126730210514
1,0.5,2.75,28.0,0.6,0.6,10,28.47286062858957,1.2984435766348702e-5,0.00036970883037668045
1,0.5,2.75,28.0,0.6,0.6,15,28.473225113118996,1.8348114658119793e-7,5.2243009491803605e-6
1,0.5,2.75,28.0,0.6,0.6,20,28.47323047540809,4.846241319276581e-9,1.37988145354484e-7
1,0.5,2.75,28.0,0.6,0.6,25,28.473230561981666,7.886766540672679e-9,2.2456172033002986e-7
1,0.5,2.75,28.0,0.6,0.6,30,28.473230564079003,7.96042651497128e-9,2.2665905774488238e-7
1,0.5,2.75,28.0,0.6,0.6,35,28.473230564393713,7.971479354149684e-9,2.2697376778069156e-7
1,0.5,2.75,28.0,0.6,0.6,40,28.473230564504686,7.975376789149365e-9,2.2708474034516257e-7
1,0.5,2.75,28.0,0.6,0.6,45,28.473230564543375,7.976735576034579e-9,2.271234293971247e-7
1,0.5,2.75,28.0,0.6,0.6,50,28.473230564568563,7.97762022240888e-9,2.271486181371074e-7
1,0.5,2.75,28.0,0.6,0.6,55,28.473230564577552,7.977935900170093e-9,2.2715760650271477e-7
1,0.5,2.75,28.0,0.6,0.6,60,28.473230564580977,7.978056182131281e-9,2.2716103131870113e-7
1,0.5,2.75,28.0,0.6,0.6,65,28.473230564580955,7.978055433488369e-9,2.2716101000241906e-7
1,0.5,2.75,28.0,0.6,0.6,70,28.47323056458097,7.978055932583644e-9,2.2716102421327378e-7
1,0.5,2.75,28.0,0.6,0.6,75,28.473230564581012,7.978057429869468e-9,2.2716106684583792e-7
1,0.5,2.75,28.0,0.6,0.6,80,28.473230564580973,7.978056057357463e-9,2.2716102776598746e-7
1,0.5,2.75,28.0,0.6,0.6,85,28.47323056459155,7.978427509015615e-9,2.2717160419460924e-7
1,0.5,2.75,28.0,0.6,0.6,90,28.47323056458102,7.978057679417105e-9,2.2716107395126528e-7
1,0.5,2.75,28.0,0.6,0.6,95,28.473230564580795,7.97804981866653e-9,2.2716085013030352e-7
1,0.5,2.75,28.0,0.6,0.6,100,28.4732305645808,7.978049943440347e-9,2.271608536830172e-7
1,0.5,3.0,30.5,0.6,0.6,0,-1.8604632412418525,1.0653407856851704,30.333693578661798
1,0.5,3.0,30.5,0.6,0.6,5,28.444012079667356,0.001026165890077817,0.02921825775258924
1,0.5,3.0,30.5,0.6,0.6,10,28.47286046688614,1.2990114905223956e-5,0.0003698705338059938
